date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:44	21749/21749	---M--	200	added ('OK')	image/jpeg	etag:%2269a72dfe-54f5%22	https://fotos15.apinmo.com/8569/12340691/9-1s.jpg	D:/GESSICON%20WEB/Gessicon_Local/fotos15.apinmo.com/8569/12340691/9-1s.jpg	(from /)
18:22:44	26144/26144	---M--	200	added ('OK')	image/jpeg	etag:%22647e6707-6620%22	https://fotos15.apinmo.com/8569/12342018/5-1s.jpg	D:/GESSICON%20WEB/Gessicon_Local/fotos15.apinmo.com/8569/12342018/5-1s.jpg	(from /)
18:22:45	29891/29891	---M--	200	added ('OK')	image/jpeg	etag:%226977814b-74c3%22	https://fotos15.apinmo.com/8569/12341144/10-1s.jpg	D:/GESSICON%20WEB/Gessicon_Local/fotos15.apinmo.com/8569/12341144/10-1s.jpg	(from /)
18:22:45	155299/155299	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:44%20GMT	/ficha/house/orihuela/hurchillo/8569/26770541/en/	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/ficha/house/orihuela/hurchillo/8569/26770541/en/index.html	(from /)
18:22:45	446/446	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221be-65125e4aa7879%22	/img/primero.svg	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/img/primero.svg	(from /)
18:22:45	153880/153880	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:45%20GMT	/ficha/office/orihuela/zona-centro/8569/12342018/en/	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/ficha/office/orihuela/zona-centro/8569/12342018/en/index.html	(from /)
18:22:45	454/454	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221c6-65125e4aa7c61%22	/img/anterior.svg	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/img/anterior.svg	(from /)
18:22:46	451/451	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221c3-65125e4aaa371%22	/img/siguiente.svg	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/img/siguiente.svg	(from /)
18:22:46	156830/156830	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:46%20GMT	/ficha/terraced-house/orihuela/la-matanza/8569/12341144/en/	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/ficha/terraced-house/orihuela/la-matanza/8569/12341144/en/index.html	(from /)
18:22:46	452/452	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221c4-65125e4aab6f9%22	/img/ultimo.svg	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/img/ultimo.svg	(from /)
